"train/global_step","usual-capybara-5 - train/learning_rate","usual-capybara-5 - train/learning_rate__MIN","usual-capybara-5 - train/learning_rate__MAX","usual-capybara-5 - _step","usual-capybara-5 - _step__MIN","usual-capybara-5 - _step__MAX"
"96","0.0001105263157894737","0.0001105263157894737","0.0001105263157894737","95","95","95"
"97","0.00010947368421052633","0.00010947368421052633","0.00010947368421052633","96","96","96"
"98","0.00010842105263157896","0.00010842105263157896","0.00010842105263157896","97","97","97"
"99","0.00010736842105263158","0.00010736842105263158","0.00010736842105263158","98","98","98"
"100","0.00010631578947368421","0.00010631578947368421","0.00010631578947368421","99","99","99"
"101","0.00010526315789473685","0.00010526315789473685","0.00010526315789473685","100","100","100"
"102","0.00010421052631578947","0.00010421052631578947","0.00010421052631578947","101","101","101"
"103","0.00010315789473684211","0.00010315789473684211","0.00010315789473684211","102","102","102"
"104","0.00010210526315789475","0.00010210526315789475","0.00010210526315789475","103","103","103"
"105","0.00010105263157894738","0.00010105263157894738","0.00010105263157894738","104","104","104"
"106","0.0001","0.0001","0.0001","105","105","105"
"107","0.00009894736842105263","0.00009894736842105263","0.00009894736842105263","106","106","106"
"108","0.00009789473684210527","0.00009789473684210527","0.00009789473684210527","107","107","107"
"109","0.0000968421052631579","0.0000968421052631579","0.0000968421052631579","108","108","108"
"110","0.00009578947368421052","0.00009578947368421052","0.00009578947368421052","109","109","109"
"111","0.00009473684210526316","0.00009473684210526316","0.00009473684210526316","110","110","110"
"112","0.0000936842105263158","0.0000936842105263158","0.0000936842105263158","111","111","111"
"113","0.00009263157894736843","0.00009263157894736843","0.00009263157894736843","112","112","112"
"114","0.00009157894736842105","0.00009157894736842105","0.00009157894736842105","113","113","113"
"115","0.00009052631578947369","0.00009052631578947369","0.00009052631578947369","114","114","114"
"116","0.00008947368421052632","0.00008947368421052632","0.00008947368421052632","115","115","115"
"117","0.00008842105263157894","0.00008842105263157894","0.00008842105263157894","116","116","116"
"118","0.00008736842105263158","0.00008736842105263158","0.00008736842105263158","117","117","117"
"119","0.00008631578947368421","0.00008631578947368421","0.00008631578947368421","118","118","118"
"120","0.00008526315789473685","0.00008526315789473685","0.00008526315789473685","119","119","119"
"121","0.00008421052631578948","0.00008421052631578948","0.00008421052631578948","120","120","120"
"122","0.00008315789473684212","0.00008315789473684212","0.00008315789473684212","121","121","121"
"123","0.00008210526315789474","0.00008210526315789474","0.00008210526315789474","122","122","122"
"124","0.00008105263157894737","0.00008105263157894737","0.00008105263157894737","123","123","123"
"125","0.00008","0.00008","0.00008","124","124","124"
"126","0.00007894736842105263","0.00007894736842105263","0.00007894736842105263","125","125","125"
"127","0.00007789473684210526","0.00007789473684210526","0.00007789473684210526","126","126","126"
"128","0.0000768421052631579","0.0000768421052631579","0.0000768421052631579","127","127","127"
"129","0.00007578947368421054","0.00007578947368421054","0.00007578947368421054","128","128","128"
"130","0.00007473684210526316","0.00007473684210526316","0.00007473684210526316","129","129","129"
"131","0.00007368421052631579","0.00007368421052631579","0.00007368421052631579","130","130","130"
"132","0.00007263157894736843","0.00007263157894736843","0.00007263157894736843","131","131","131"
"133","0.00007157894736842105","0.00007157894736842105","0.00007157894736842105","132","132","132"
"134","0.00007052631578947368","0.00007052631578947368","0.00007052631578947368","133","133","133"
"135","0.00006947368421052632","0.00006947368421052632","0.00006947368421052632","134","134","134"
"136","0.00006842105263157895","0.00006842105263157895","0.00006842105263157895","135","135","135"
"137","0.00006736842105263159","0.00006736842105263159","0.00006736842105263159","136","136","136"
"138","0.00006631578947368421","0.00006631578947368421","0.00006631578947368421","137","137","137"
"139","0.00006526315789473685","0.00006526315789473685","0.00006526315789473685","138","138","138"
"140","0.00006421052631578948","0.00006421052631578948","0.00006421052631578948","139","139","139"
"141","0.0000631578947368421","0.0000631578947368421","0.0000631578947368421","140","140","140"
"142","0.00006210526315789474","0.00006210526315789474","0.00006210526315789474","141","141","141"
"143","0.00006105263157894737","0.00006105263157894737","0.00006105263157894737","142","142","142"
"144","0.00006","0.00006","0.00006","143","143","143"
"145","0.00005894736842105263","0.00005894736842105263","0.00005894736842105263","144","144","144"
"146","0.00005789473684210527","0.00005789473684210527","0.00005789473684210527","145","145","145"
"147","0.0000568421052631579","0.0000568421052631579","0.0000568421052631579","146","146","146"
"148","0.000055789473684210526","0.000055789473684210526","0.000055789473684210526","147","147","147"
"149","0.000054736842105263165","0.000054736842105263165","0.000054736842105263165","148","148","148"
"150","0.00005368421052631579","0.00005368421052631579","0.00005368421052631579","149","149","149"
"151","0.000052631578947368424","0.000052631578947368424","0.000052631578947368424","150","150","150"
"152","0.00005157894736842106","0.00005157894736842106","0.00005157894736842106","151","151","151"
"153","0.00005052631578947369","0.00005052631578947369","0.00005052631578947369","152","152","152"
"154","0.000049473684210526315","0.000049473684210526315","0.000049473684210526315","153","153","153"
"155","0.00004842105263157895","0.00004842105263157895","0.00004842105263157895","154","154","154"
"156","0.00004736842105263158","0.00004736842105263158","0.00004736842105263158","155","155","155"
"157","0.000046315789473684214","0.000046315789473684214","0.000046315789473684214","156","156","156"
"158","0.000045263157894736846","0.000045263157894736846","0.000045263157894736846","157","157","157"
"159","0.00004421052631578947","0.00004421052631578947","0.00004421052631578947","158","158","158"
"160","0.000043157894736842105","0.000043157894736842105","0.000043157894736842105","159","159","159"
"161","0.00004210526315789474","0.00004210526315789474","0.00004210526315789474","160","160","160"
"162","0.00004105263157894737","0.00004105263157894737","0.00004105263157894737","161","161","161"
"163","0.00004","0.00004","0.00004","162","162","162"
"164","0.00003894736842105263","0.00003894736842105263","0.00003894736842105263","163","163","163"
"165","0.00003789473684210527","0.00003789473684210527","0.00003789473684210527","164","164","164"
"166","0.000036842105263157895","0.000036842105263157895","0.000036842105263157895","165","165","165"
"167","0.00003578947368421053","0.00003578947368421053","0.00003578947368421053","166","166","166"
"168","0.00003473684210526316","0.00003473684210526316","0.00003473684210526316","167","167","167"
"169","0.00003368421052631579","0.00003368421052631579","0.00003368421052631579","168","168","168"
"170","0.000032631578947368426","0.000032631578947368426","0.000032631578947368426","169","169","169"
"171","0.00003157894736842105","0.00003157894736842105","0.00003157894736842105","170","170","170"
"172","0.000030526315789473684","0.000030526315789473684","0.000030526315789473684","171","171","171"
"173","0.000029473684210526314","0.000029473684210526314","0.000029473684210526314","172","172","172"
"174","0.00002842105263157895","0.00002842105263157895","0.00002842105263157895","173","173","173"
"175","0.000027368421052631583","0.000027368421052631583","0.000027368421052631583","174","174","174"
"176","0.000026315789473684212","0.000026315789473684212","0.000026315789473684212","175","175","175"
"177","0.000025263157894736845","0.000025263157894736845","0.000025263157894736845","176","176","176"
"178","0.000024210526315789474","0.000024210526315789474","0.000024210526315789474","177","177","177"
"179","0.000023157894736842107","0.000023157894736842107","0.000023157894736842107","178","178","178"
"180","0.000022105263157894736","0.000022105263157894736","0.000022105263157894736","179","179","179"
"181","0.00002105263157894737","0.00002105263157894737","0.00002105263157894737","180","180","180"
"182","0.00002","0.00002","0.00002","181","181","181"
"183","0.000018947368421052634","0.000018947368421052634","0.000018947368421052634","182","182","182"
"184","0.000017894736842105264","0.000017894736842105264","0.000017894736842105264","183","183","183"
"185","0.000016842105263157896","0.000016842105263157896","0.000016842105263157896","184","184","184"
"186","0.000015789473684210526","0.000015789473684210526","0.000015789473684210526","185","185","185"
"187","0.000014736842105263157","0.000014736842105263157","0.000014736842105263157","186","186","186"
"188","0.000013684210526315791","0.000013684210526315791","0.000013684210526315791","187","187","187"
"189","0.000012631578947368422","0.000012631578947368422","0.000012631578947368422","188","188","188"
"190","0.000011578947368421053","0.000011578947368421053","0.000011578947368421053","189","189","189"
"191","0.000010526315789473684","0.000010526315789473684","0.000010526315789473684","190","190","190"
"192","0.000009473684210526317","0.000009473684210526317","0.000009473684210526317","191","191","191"
"193","0.000008421052631578948","0.000008421052631578948","0.000008421052631578948","192","192","192"
"194","0.0000073684210526315784","0.0000073684210526315784","0.0000073684210526315784","193","193","193"
"195","0.000006315789473684211","0.000006315789473684211","0.000006315789473684211","194","194","194"
"196","0.000005263157894736842","0.000005263157894736842","0.000005263157894736842","195","195","195"
"197","0.000004210526315789474","0.000004210526315789474","0.000004210526315789474","196","196","196"
"198","0.0000031578947368421056","0.0000031578947368421056","0.0000031578947368421056","197","197","197"
"199","0.000002105263157894737","0.000002105263157894737","0.000002105263157894737","198","198","198"
"200","0.0000010526315789473685","0.0000010526315789473685","0.0000010526315789473685","199","199","199"
